
 Dialogue Num: 0 ||| Ground Truth [0], Predicted Label 1, Attention Words: <PAD> am to | am looking for a place to to stay that has cheap price range it should be in a type of hotel                      

 Dialogue Num: 466 ||| Ground Truth [4 5], Predicted Label 3, Attention Words: else do the | the centre around the same area as the restaurant do you have any suggestions anything else today number for the reservation                      

 Dialogue Num: 466 ||| Ground Truth [3 4 5], Predicted Label 0, Attention Words: reservation anything today | how about christ ##s college its in the centre and free admission suggestions anything else today number for the reservation                      

 Dialogue Num: 466 ||| Ground Truth [3 4 5], Predicted Label 0, Attention Words: the <PAD> please | that ##s a great suggestion thanks i will also need a taxi between the college and the restaurant please for the reservation                      

 Dialogue Num: 466 ||| Ground Truth [3 4 5], Predicted Label 5, Attention Words: between reservation <PAD> | what time would you like to leave or arrive by taxi between the college and the restaurant please for the reservation                      

 Dialogue Num: 466 ||| Ground Truth [3 4 5], Predicted Label 3, Attention Words: college <PAD> for | i just need it to arrive by 121 ##5 for the reservation the college and the restaurant please for the reservation                      

 Dialogue Num: 466 ||| Ground Truth [3 4 5], Predicted Label 4, Attention Words: <PAD> you taxi | your taxi reservation on a grey lex ##us has been completed you will be picked up at christ ##s college and dropped off at                      

 Dialogue Num: 466 ||| Ground Truth [3 4 5], Predicted Label 0, Attention Words: completed college <PAD> | thank you so much have a great day been completed you will be picked up at christ ##s college and dropped off at                      

 Dialogue Num: 466 ||| Ground Truth [3 4 5], Predicted Label 0, Attention Words: at <PAD> your | thank you for using our services have we met all of your needs today up at christ ##s college and dropped off at                      

 Dialogue Num: 466 ||| Ground Truth [3 4 5], Predicted Label 0, Attention Words: christ have <PAD> | thank you good bye services have we met all of your needs today up at christ ##s college and dropped off at                      

 Dialogue Num: 467 ||| Ground Truth [4], Predicted Label 0, Attention Words: christ it <PAD> | i am looking for someplace to go and it needs to be a swimming pool at christ ##s college and dropped off at                      

 Dialogue Num: 467 ||| Ground Truth [2 4], Predicted Label 4, Attention Words: <PAD> east there | okay there are four swimming pools in town one in the east two in the north and one in the centre do you have                      

 Dialogue Num: 467 ||| Ground Truth [4], Predicted Label 4, Attention Words: and north do | not really can you tell me about what ##s available east two in the north and one in the centre do you have                      

 Dialogue Num: 467 ||| Ground Truth [2 4], Predicted Label 4, Attention Words: pool yes green | yes abbey pool and astro ##tur ##k pitch is in the east jesus green outdoor pool and kings hedges learn ##er pool are in                      

 Dialogue Num: 467 ||| Ground Truth [2 4], Predicted Label 5, Attention Words: east to green | i also need a train to cambridge on sunday the east jesus green outdoor pool and kings hedges learn ##er pool are in                      

 Dialogue Num: 467 ||| Ground Truth [2 4], Predicted Label 4, Attention Words: <PAD> find can | i can absolutely help you with that so that i can find you the best option can you tell me where you will be                      

 Dialogue Num: 467 ||| Ground Truth [2 4], Predicted Label 4, Attention Words: parks ##pool <PAD> | i am departing from birmingham new street oh i also need the address for the swimming ##pool you mentioned parks ##ide pools in the                      

 Dialogue Num: 467 ||| Ground Truth [2 4], Predicted Label 4, Attention Words: go parks ##code | parks ##ide pools is located on go ##n ##ville place post ##code cb ##11 ##ly now for your train what time would you like                      

 Dialogue Num: 467 ||| Ground Truth [2 4], Predicted Label 6, Attention Words: place post 1800 | i would like to leave after 1800 ##ville place post ##code cb ##11 ##ly now for your train what time would you like                      

 Dialogue Num: 467 ||| Ground Truth [2 4], Predicted Label 5, Attention Words: train it ##pm | there is a train on sunday at 740 ##pm would you like me to book it your train what time would you like                      

 Dialogue Num: 467 ||| Ground Truth [2 4], Predicted Label 4, Attention Words: tickets to street | is that departing from birmingham new street to cambridge on sunday if so then yes book that for two tickets and i need the                      

 Dialogue Num: 467 ||| Ground Truth [2 4], Predicted Label 4, Attention Words: able stated information | yes all the information you stated was correct i was able to book you 2 tickets your reference number is camp ##li ##zo the                      

 Dialogue Num: 467 ||| Ground Truth [2 4], Predicted Label 6, Attention Words: correct your help | excellent thanks for your help was correct i was able to book you 2 tickets your reference number is camp ##li ##zo the                      

 Dialogue Num: 467 ||| Ground Truth [2 4], Predicted Label 4, Attention Words: tickets help number | your ##e very welcome is there anything else you need help with today 2 tickets your reference number is camp ##li ##zo the                      

 Dialogue Num: 467 ||| Ground Truth [2 4], Predicted Label 6, Attention Words: you your the | no that is all good bye else you need help with today 2 tickets your reference number is camp ##li ##zo the                      

 Dialogue Num: 468 ||| Ground Truth [2], Predicted Label 6, Attention Words: with your the | a train depart from cambridge and arrive by 1900 help with today 2 tickets your reference number is camp ##li ##zo the                      

 Dialogue Num: 468 ||| Ground Truth [0 2], Predicted Label 1, Attention Words: tickets your <PAD> | what is your destination and what day are you hoping to travel 2 tickets your reference number is camp ##li ##zo the                      

 Dialogue Num: 468 ||| Ground Truth [2], Predicted Label 6, Attention Words: your <PAD> i | i need to leave on thursday and am heading to bishops st ##ort ##ford tickets your reference number is camp ##li ##zo the                      

 Dialogue Num: 468 ||| Ground Truth [0 2], Predicted Label 6, Attention Words: reference your are | there are 5 trains available what time would you like to leave by tickets your reference number is camp ##li ##zo the                      

 Dialogue Num: 468 ||| Ground Truth [2], Predicted Label 6, Attention Words: you number reference | id like to leave before 1400 would you like to leave by tickets your reference number is camp ##li ##zo the                      

 Dialogue Num: 468 ||| Ground Truth [0 2], Predicted Label 6, Attention Words: ##zo ##9 ##7 | okay tr ##0 ##9 ##27 leaves at 132 ##9 and arrives at 140 ##7 shall i book you a seat ##li ##zo the                      

 Dialogue Num: 468 ||| Ground Truth [0 2], Predicted Label 4, Attention Words: there later look | no ill look it up later and do it myself but could you tell me if there are any 4 star places to stay                      

 Dialogue Num: 468 ||| Ground Truth [0 2], Predicted Label 2, Attention Words: if any are | there are two a cheap guest house and an expensive hotel any preference me if there are any 4 star places to stay                      

 Dialogue Num: 468 ||| Ground Truth [0 2], Predicted Label 2, Attention Words: any there one | which ever one has free parking and wi ##fi hotel any preference me if there are any 4 star places to stay                      

 Dialogue Num: 468 ||| Ground Truth [0 2], Predicted Label 4, Attention Words: cheaper the its | they both have free parking and wi ##fi how about the alexander bed and breakfast its on the cheaper side 4 stars and really                      

 Dialogue Num: 468 ||| Ground Truth [0 2], Predicted Label 7, Attention Words: side <PAD> for | sounds great can you please book that for me for tuesday for 2 people 2 nights please cheaper side 4 stars and really                      

 Dialogue Num: 468 ||| Ground Truth [0 2], Predicted Label 5, Attention Words: <PAD> ##7 anything | i was able to successfully book you your reference number is d ##53 ##tp ##7 ##eu can i assist with anything else really                      

 Dialogue Num: 468 ||| Ground Truth [0 2], Predicted Label 5, Attention Words: is <PAD> ##eu | nope that ##s all i need today thanks number is d ##53 ##tp ##7 ##eu can i assist with anything else really                      

 Dialogue Num: 469 ||| Ground Truth [2], Predicted Label 6, Attention Words: <PAD> ##7 a | im looking for a train leaving from bro ##x ##bourne on tuesday ##tp ##7 ##eu can i assist with anything else really                      

 Dialogue Num: 469 ||| Ground Truth [2 4], Predicted Label 5, Attention Words: <PAD> anything <PAD> | there are many to choose from where are you going and what day would you like to travel with anything else really                      

 Dialogue Num: 469 ||| Ground Truth [2], Predicted Label 6, Attention Words: <PAD> else anything | i am going to cambridge i would like the train to leave on tuesday after 08 ##15 with anything else really                      

 Dialogue Num: 469 ||| Ground Truth [2 4], Predicted Label 0, Attention Words: to really else | do you have an arrival time in mind train to leave on tuesday after 08 ##15 with anything else really                      

 Dialogue Num: 469 ||| Ground Truth [2], Predicted Label 0, Attention Words: <PAD> with else | any arrival time is fine can you give me an arrival time and travel time ##15 with anything else really                      

 Dialogue Num: 469 ||| Ground Truth [2 4], Predicted Label 6, Attention Words: <PAD> <PAD> ##2 | the travel time is 1 hour there ##s a train leaving at 08 ##32 and arriving at 93 ##2 will that be acceptable                      

 Dialogue Num: 469 ||| Ground Truth [2 4], Predicted Label 7, Attention Words: acceptable <PAD> for | yes that ##s fine i am looking for something to do for entertainment any attractions you could tell me about be acceptable                      

 Dialogue Num: 469 ||| Ground Truth [2 4], Predicted Label 7, Attention Words: <PAD> tell <PAD> | yes there are quite a few attractions what type of entertainment are you looking for could tell me about be acceptable                      

 Dialogue Num: 469 ||| Ground Truth [2 4], Predicted Label 1, Attention Words: be <PAD> <PAD> | i am looking for either a theater zoo fair or concert what are the entrance fees for each about be acceptable                      

 Dialogue Num: 469 ||| Ground Truth [2 4], Predicted Label 4, Attention Words: <PAD> but man | the man on the moon concert ##hall is on norfolk street but it does not list an entrance fee that seems to be the                      

 Dialogue Num: 469 ||| Ground Truth [2 4], Predicted Label 0, Attention Words: does that to | i think that is all i need for now thanks bye it does not list an entrance fee that seems to be the                      

 Dialogue Num: 470 ||| Ground Truth [4], Predicted Label 0, Attention Words: entrance i the | i would like to find a nice attraction to visit in the centre of town an entrance fee that seems to be the                      

 Dialogue Num: 470 ||| Ground Truth [2 4], Predicted Label 0, Attention Words: <PAD> to <PAD> | i would be happy to help you find a great attraction to visit what kind of attraction are you interested in visiting the                      

 Dialogue Num: 470 ||| Ground Truth [4], Predicted Label 0, Attention Words: <PAD> in <PAD> | i have no preference can you make a recommendation and provide the address entrance fee and post ##code interested in visiting the                      

 Dialogue Num: 470 ||| Ground Truth [2 4], Predicted Label 7, Attention Words: <PAD> entrance visiting | how about the broughton house gallery there is no entrance fee address entrance fee and post ##code interested in visiting the                      

 Dialogue Num: 470 ||| Ground Truth [2 4], Predicted Label 6, Attention Words: <PAD> <PAD> lynn | what ##s its post ##code and address i would also like to get a train that leaves friday from kings lynn the                      

 Dialogue Num: 470 ||| Ground Truth [2 4], Predicted Label 7, Attention Words: <PAD> <PAD> <PAD> | the address is 98 king street and the post ##code is cb ##11 ##ln what is your destination on friday the                      

 Dialogue Num: 470 ||| Ground Truth [2 4], Predicted Label 1, Attention Words: <PAD> <PAD> on | ill be heading to cambridge but i can ##t leave until sometime after 211 ##5 please destination on friday the                      

 Dialogue Num: 470 ||| Ground Truth [2 4], Predicted Label 4, Attention Words: earlier ##1 ride | there are two trains meeting your needs the earlier train leaves at 221 ##1 and the later train at 231 ##1 the ride takes                      

 Dialogue Num: 470 ||| Ground Truth [2 4], Predicted Label 6, Attention Words: ##1 and ##1 | can you get me one ticket on the 221 ##1 train 221 ##1 and the later train at 231 ##1 the ride takes                      

 Dialogue Num: 470 ||| Ground Truth [2 4], Predicted Label 4, Attention Words: fee reference ##p | i managed to book you on that train the total fee is 98 gb ##p and the reference number is 9 ##m ##75 ##3                      

 Dialogue Num: 470 ||| Ground Truth [2 4], Predicted Label 6, Attention Words: is <PAD> 98 | great thanks i think that ##s all i needed fee is 98 gb ##p and the reference number is 9 ##m ##75 ##3                      

 Dialogue Num: 471 ||| Ground Truth [5], Predicted Label 5, Attention Words: 98 in <PAD> | im looking for a restaurant in the centre of town is 98 gb ##p and the reference number is 9 ##m ##75 ##3                      

 Dialogue Num: 471 ||| Ground Truth [3 4 5], Predicted Label 3, Attention Words: ##75 near or | there are over 60 restaurants near the center of town do you have a cuisine or price range in mind ##m ##75 ##3                      

 Dialogue Num: 471 ||| Ground Truth [5], Predicted Label 3, Attention Words: ##3 range in | yes something in the affordable price range also do any of them serve singapore ##an food range in mind ##m ##75 ##3                      

 Dialogue Num: 471 ||| Ground Truth [3 4 5], Predicted Label 3, Attention Words: ##s in ##3 | there are no singapore ##an restaurants but there are cheap ones offering several different cuisine ##s range in mind ##m ##75 ##3                      

 Dialogue Num: 471 ||| Ground Truth [5], Predicted Label 3, Attention Words: are then <PAD> | okay what about italian food then there are cheap ones offering several different cuisine ##s range in mind ##m ##75 ##3                      

 Dialogue Num: 471 ||| Ground Truth [3 4 5], Predicted Label 3, Attention Words: in in ##3 | z ##iz ##zi cambridge serves italian cuisine in the city centre would you like a reservation range in mind ##m ##75 ##3                      

 Dialogue Num: 471 ||| Ground Truth [5], Predicted Label 7, Attention Words: mind <PAD> like | not right now but can i have their post ##code please you like a reservation range in mind ##m ##75 ##3                      

 Dialogue Num: 471 ||| Ground Truth [3 4 5], Predicted Label 7, Attention Words: ##code a ##m | their post ##code is cb ##21 ##ab post ##code please you like a reservation range in mind ##m ##75 ##3                      

 Dialogue Num: 471 ||| Ground Truth [4 5], Predicted Label 0, Attention Words: ##3 in <PAD> | thank you i am also looking for some places to go can you help with that range in mind ##m ##75 ##3                      

 Dialogue Num: 471 ||| Ground Truth [3 4 5], Predicted Label 4, Attention Words: anything <PAD> my | i have a lot of different local ##es and attractions in my database is there anything you ##d like to see in particular or                      

 Dialogue Num: 471 ||| Ground Truth [4 5], Predicted Label 1, Attention Words: you post the | what is there to see in the centre and what is the post ##code anything you ##d like to see in particular or                      

 Dialogue Num: 471 ||| Ground Truth [3 4 5], Predicted Label 0, Attention Words: see town center | there are 44 attractions in the center of town would you like a museum or a cinema perhaps to see in particular or                      

 Dialogue Num: 471 ||| Ground Truth [4 5], Predicted Label 5, Attention Words: perhaps cinema in | i prefer the cinema is there one in the same post ##code as the restaurant cinema perhaps to see in particular or                      

 Dialogue Num: 471 ||| Ground Truth [3 4 5], Predicted Label 4, Attention Words: a than only | i only have one venue offering cinema in the centre but it has a different post ##code than the restaurant vu ##e cinemas post                      

 Dialogue Num: 471 ||| Ground Truth [3 4 5], Predicted Label 4, Attention Words: could perfect that | no that one is perfect could you help me book a taxi please i am looking for one to take me from z ##iz                      

 Dialogue Num: 471 ||| Ground Truth [3 4 5], Predicted Label 4, Attention Words: ##e course ##5 | of course iv ##e booked you a grey honda leaving from z ##iz ##zi cambridge to vu ##e cinema at 221 ##5 the contact                      

 Dialogue Num: 471 ||| Ground Truth [3 4 5], Predicted Label 4, Attention Words: ##zi ##iz that | thanks that ##s all i need today have a good one ##iz ##zi cambridge to vu ##e cinema at 221 ##5 the contact                      

 Dialogue Num: 472 ||| Ground Truth [5], Predicted Label 3, Attention Words: cambridge vu ##zi | do you have information on ta ##j tan ##door ##i ##iz ##zi cambridge to vu ##e cinema at 221 ##5 the contact                      

 Dialogue Num: 472 ||| Ground Truth [2 5], Predicted Label 4, Attention Words: restaurant serves that | this is an a restaurant that serves india food located in the southern area you can call them on 01 ##22 ##34 ##12 ##29                      

 Dialogue Num: 472 ||| Ground Truth [5], Predicted Label 7, Attention Words: at for 1400 | cool can you book a table for 5 people at 1400 on sunday you can call them on 01 ##22 ##34 ##12 ##29                      

 Dialogue Num: 472 ||| Ground Truth [2 5], Predicted Label 5, Attention Words: 01 <PAD> <PAD> | im sorry but there are no spaces for that time slot would you like to try another on 01 ##22 ##34 ##12 ##29                      

 Dialogue Num: 472 ||| Ground Truth [5], Predicted Label 3, Attention Words: to ##22 on | how about 1300 if this is available please provide the reference number like to try another on 01 ##22 ##34 ##12 ##29                      

 Dialogue Num: 472 ||| Ground Truth [2 5], Predicted Label 5, Attention Words: ##29 ##5 your | certainly your ##e booked at 1300 with reference number g ##4 ##n ##wn ##db ##5 may i help with anything else ##12 ##29                      

 Dialogue Num: 472 ||| Ground Truth [2 5], Predicted Label 6, Attention Words: may <PAD> street | yes i also need a train to london liverpool street after 151 ##5 ##5 may i help with anything else ##12 ##29                      

 Dialogue Num: 472 ||| Ground Truth [2 5], Predicted Label 6, Attention Words: <PAD> i street | what day were you looking to travel liverpool street after 151 ##5 ##5 may i help with anything else ##12 ##29                      

 Dialogue Num: 472 ||| Ground Truth [2 5], Predicted Label 6, Attention Words: <PAD> may anything | id like to travel on monday please departing from cambridge by the way ##5 may i help with anything else ##12 ##29                      

 Dialogue Num: 472 ||| Ground Truth [2 5], Predicted Label 6, Attention Words: <PAD> i ##9 | i have a tr ##36 ##0 ##2 leaving at 155 ##9 and arriving at 1727 would you like me to book a seat                      

 Dialogue Num: 472 ||| Ground Truth [2 5], Predicted Label 0, Attention Words: you would <PAD> | yes could you book it for 5 people and provide the reference number 1727 would you like me to book a seat                      

 Dialogue Num: 472 ||| Ground Truth [2 5], Predicted Label 6, Attention Words: <PAD> <PAD> ##25 | okay i have booked a train for 5 people leaving at 155 ##9 your reference number is rs ##25 ##32 ##56 ##1                      

 Dialogue Num: 472 ||| Ground Truth [2 5], Predicted Label 2, Attention Words: ##9 <PAD> <PAD> | thank you so much that is everything that i need 155 ##9 your reference number is rs ##25 ##32 ##56 ##1                      

 Dialogue Num: 473 ||| Ground Truth [0], Predicted Label 2, Attention Words: 155 <PAD> your | can you book a hotel room for me need 155 ##9 your reference number is rs ##25 ##32 ##56 ##1                      

 Dialogue Num: 473 ||| Ground Truth [0 4], Predicted Label 1, Attention Words: ##9 <PAD> <PAD> | id love to what price range where you looking in 155 ##9 your reference number is rs ##25 ##32 ##56 ##1                      

 Dialogue Num: 473 ||| Ground Truth [0], Predicted Label 2, Attention Words: <PAD> your <PAD> | id like cheap price range where you looking in 155 ##9 your reference number is rs ##25 ##32 ##56 ##1                      

 Dialogue Num: 473 ||| Ground Truth [0 4], Predicted Label 4, Attention Words: cambridge will choice | best choice will be the cambridge bel ##fr ##y rated at 4 stars but very inexpensive what night will you be checking in so                      

 Dialogue Num: 473 ||| Ground Truth [0], Predicted Label 2, Attention Words: at you <PAD> | yes can you please book that for me rated at 4 stars but very inexpensive what night will you be checking in so                      

 Dialogue Num: 473 ||| Ground Truth [0 4], Predicted Label 2, Attention Words: 4 at be | yes how many people will be attending rated at 4 stars but very inexpensive what night will you be checking in so                      

 Dialogue Num: 473 ||| Ground Truth [0], Predicted Label 0, Attention Words: very you <PAD> | please book it for 5 people and 5 nights starting from monday but very inexpensive what night will you be checking in so                      

 Dialogue Num: 473 ||| Ground Truth [0 4], Predicted Label 4, Attention Words: ##cl reference your | your reservations have been made your reference number is x ##1 ##z ##cl ##9 ##ao is there anything else i can assist you with                      

 Dialogue Num: 473 ||| Ground Truth [0 4], Predicted Label 7, Attention Words: anything <PAD> west | yes i am looking for a college to visit on the west side of town there anything else i can assist you with                      

 Dialogue Num: 473 ||| Ground Truth [0 4], Predicted Label 0, Attention Words: i <PAD> the | there are 5 in that area 3 have free entrance while the other 2 charge 250 pounds else i can assist you with                      

 Dialogue Num: 473 ||| Ground Truth [0 4], Predicted Label 7, Attention Words: charge can <PAD> | pick a free one for me and get me the entrance fee 2 charge 250 pounds else i can assist you with                      

 Dialogue Num: 473 ||| Ground Truth [0 4], Predicted Label 0, Attention Words: can 250 <PAD> | consider clare hall which is a college in the western area of town charge 250 pounds else i can assist you with                      

 Dialogue Num: 473 ||| Ground Truth [0 4], Predicted Label 0, Attention Words: pounds in assist | what is the entrance fee college in the western area of town charge 250 pounds else i can assist you with                      

 Dialogue Num: 473 ||| Ground Truth [0 4], Predicted Label 7, Attention Words: assist the pounds | the entrance fee is 250 pounds in the western area of town charge 250 pounds else i can assist you with                      

 Dialogue Num: 473 ||| Ground Truth [0 4], Predicted Label 7, Attention Words: western assist pounds | thank you so much for your help the western area of town charge 250 pounds else i can assist you with                      

 Dialogue Num: 473 ||| Ground Truth [0 4], Predicted Label 0, Attention Words: can pounds <PAD> | you are quite welcome can i be of any further assistance for you today 250 pounds else i can assist you with                      

 Dialogue Num: 473 ||| Ground Truth [0 4], Predicted Label 0, Attention Words: further else assist | that ##s all for today thank you any further assistance for you today 250 pounds else i can assist you with                      

 Dialogue Num: 474 ||| Ground Truth [0], Predicted Label 2, Attention Words: <PAD> ##don hunting | yes can you give me the information on the hunting ##don marriott hotel                      

 Dialogue Num: 474 ||| Ground Truth [0], Predicted Label 4, Attention Words: wi includes in | absolutely it is an expensive hotel located in the west part of town it has 4 starts and includes free wi ##fi and parking                      

 Dialogue Num: 474 ||| Ground Truth [0], Predicted Label 2, Attention Words: and includes starts | yes please i need a reservation for 6 people for 5 nights starting on saturday starts and includes free wi ##fi and parking                      

 Dialogue Num: 474 ||| Ground Truth [0], Predicted Label 4, Attention Words: enough are not | sorry there are not enough rooms available for that time period perhaps a different day or a shorter stay might yield better results                      

 Dialogue Num: 474 ||| Ground Truth [0], Predicted Label 2, Attention Words: shorter <PAD> works | how about for 1 night if that works ill need a reference number of course a shorter stay might yield better results                      

 Dialogue Num: 474 ||| Ground Truth [0], Predicted Label 2, Attention Words: stay shorter <PAD> | booking was successful your reference number is o ##o ##8 ##q ##da ##6 ##2 a shorter stay might yield better results                      

 Dialogue Num: 474 ||| Ground Truth [0], Predicted Label 7, Attention Words: <PAD> o might | thank you so much goodbye is o ##o ##8 ##q ##da ##6 ##2 a shorter stay might yield better results                      

 Dialogue Num: 475 ||| Ground Truth [0], Predicted Label 4, Attention Words: 4 a i | i am planning a trip to cambridge and im looking for a place to stay i prefer a 4 star hotel in the west                      

 Dialogue Num: 475 ||| Ground Truth [0 3 4], Predicted Label 4, Attention Words: have hotel recommend | if price is no object id recommend the hunting ##don marriott hotel i also have a cheap hotel and a cheap guest ##house in                      

 Dialogue Num: 475 ||| Ground Truth [0], Predicted Label 2, Attention Words: cheap do wi | i would prefer a guest ##house with free wi ##fi do you have one a cheap hotel and a cheap guest ##house in                      

 Dialogue Num: 475 ||| Ground Truth [0 3 4], Predicted Label 4, Attention Words: a guest is | yes finch ##es bed and breakfast is a guest ##house in the east cheap yet 4 stars and both parking and internet are available                      

 Dialogue Num: 475 ||| Ground Truth [0], Predicted Label 2, Attention Words: a do have | do they have free parking is a guest ##house in the east cheap yet 4 stars and both parking and internet are available                      

 Dialogue Num: 475 ||| Ground Truth [0 3 4], Predicted Label 1, Attention Words: 4 <PAD> available | yes they have parking would you like to book or know more info yet 4 stars and both parking and internet are available                      

 Dialogue Num: 475 ||| Ground Truth [0], Predicted Label 2, Attention Words: stars like parking | id love to book you like to book or know more info yet 4 stars and both parking and internet are available                      

 Dialogue Num: 475 ||| Ground Truth [0 3 4], Predicted Label 2, Attention Words: yet stars parking | great can you tell me when you ##d like to book info yet 4 stars and both parking and internet are available                      

 Dialogue Num: 475 ||| Ground Truth [0 4], Predicted Label 4, Attention Words: number address some | can you please give me the address and phone number of the location i would also like to find some college ##rel ##ated attractions                      

 Dialogue Num: 475 ||| Ground Truth [0 3 4], Predicted Label 5, Attention Words: college address <PAD> | the number for finch ##es is 01 ##22 ##32 ##7 ##66 ##53 the address is 144 thornton road some college ##rel ##ated attractions                      

 Dialogue Num: 475 ||| Ground Truth [0 4], Predicted Label 0, Attention Words: ##rel <PAD> any | ok thank you i can ##t book just yet are there any colleges in the east part of town college ##rel ##ated attractions                      

 Dialogue Num: 475 ||| Ground Truth [0 3 4], Predicted Label 0, Attention Words: in ##ated colleges | there are no colleges available in the east part of town colleges in the east part of town college ##rel ##ated attractions                      

 Dialogue Num: 475 ||| Ground Truth [0 4], Predicted Label 5, Attention Words: ##ated part <PAD> | hmm is there a similar guest ##house in an area that does have colleges east part of town college ##rel ##ated attractions                      

 Dialogue Num: 475 ||| Ground Truth [0 3 4], Predicted Label 0, Attention Words: area of attractions | no unfortunately that ##s the only place an area that does have colleges east part of town college ##rel ##ated attractions                      

 Dialogue Num: 475 ||| Ground Truth [0 3 4], Predicted Label 4, Attention Words: <PAD> ##0 like | id like to book a taxi leaving the hotel by 210 ##0 id also like the contact number and car type ##ated attractions                      

 Dialogue Num: 475 ||| Ground Truth [0 3 4], Predicted Label 4, Attention Words: for ##house apologize | i apologize for any confusion there are actually 5 colleges located on the west side of town near the guest ##house i would recommend                      

 Dialogue Num: 475 ||| Ground Truth [0 3 4], Predicted Label 1, Attention Words: on address <PAD> | great may i have the address and phone number located on the west side of town near the guest ##house i would recommend                      

 Dialogue Num: 475 ||| Ground Truth [0 3 4], Predicted Label 5, Attention Words: ##house <PAD> is | sure churchill college is on storey ##s way and the phone is 01 ##22 ##33 ##36 ##23 ##3 guest ##house i would recommend                      

 Dialogue Num: 475 ||| Ground Truth [0 3 4], Predicted Label 7, Attention Words: i ##23 ##36 | great now i need to book a taxi to go between the two please ##36 ##23 ##3 guest ##house i would recommend                      

 Dialogue Num: 475 ||| Ground Truth [0 3 4], Predicted Label 4, Attention Words: is your black | i have booked your taxi it is a black lex ##us and the contact number is 07 ##0 ##34 ##9 ##46 ##7 ##9 ##6                      

 Dialogue Num: 475 ||| Ground Truth [0 3 4], Predicted Label 5, Attention Words: a <PAD> the | great thanks for your help is a black lex ##us and the contact number is 07 ##0 ##34 ##9 ##46 ##7 ##9 ##6                      

 Dialogue Num: 475 ||| Ground Truth [0 3 4], Predicted Label 0, Attention Words: number <PAD> you | your ##e welcome is there anything else i can do for you contact number is 07 ##0 ##34 ##9 ##46 ##7 ##9 ##6                      

 Dialogue Num: 475 ||| Ground Truth [0 3 4], Predicted Label 4, Attention Words: been actually i | actually i think there has been some confusion im looking for a 4 star guest ##house with free wi ##fi in the west the                      

 Dialogue Num: 475 ||| Ground Truth [0 3 4], Predicted Label 5, Attention Words: the <PAD> finch | i do apologize for the confusion earlier i miss ##po ##ke finch ##es b b is in fact in the west west the                      

 Dialogue Num: 475 ||| Ground Truth [0 3 4], Predicted Label 5, Attention Words: <PAD> confusion <PAD> | okay thank you the confusion earlier i miss ##po ##ke finch ##es b b is in fact in the west west the                      

 Dialogue Num: 475 ||| Ground Truth [0 3 4], Predicted Label 0, Attention Words: <PAD> i <PAD> | would you like more information earlier i miss ##po ##ke finch ##es b b is in fact in the west west the                      

 Dialogue Num: 475 ||| Ground Truth [0 3 4], Predicted Label 2, Attention Words: finch <PAD> <PAD> | nah that won ##t be necessary appreciate the help ##ke finch ##es b b is in fact in the west west the                      

 Dialogue Num: 476 ||| Ground Truth [5], Predicted Label 5, Attention Words: that fact <PAD> | i am looking for a cheap restaurant that is in the north part of town in fact in the west west the                      

 Dialogue Num: 476 ||| Ground Truth [5], Predicted Label 7, Attention Words: <PAD> west in | royal spice is an indian restaurant in the north part of town it is in the cheap price range west west the                      

 Dialogue Num: 476 ||| Ground Truth [5], Predicted Label 0, Attention Words: cheap the those | im not interested in that choi ##se is there anything else within those categories the cheap price range west west the                      

 Dialogue Num: 476 ||| Ground Truth [5], Predicted Label 7, Attention Words: cheap <PAD> the | how about da vinci pi ##zz ##eria a cheap italian place in the north the cheap price range west west the                      

 Dialogue Num: 476 ||| Ground Truth [5], Predicted Label 3, Attention Words: cheap <PAD> the | i would like the phone number and address of da vinci pi ##zz ##eria the cheap price range west west the                      

 Dialogue Num: 476 ||| Ground Truth [5], Predicted Label 7, Attention Words: <PAD> the address | no problem its phone number is 01 ##22 ##3 351 ##70 ##7 and address is 20 milton road chester ##ton west the                      

 Dialogue Num: 476 ||| Ground Truth [5], Predicted Label 3, Attention Words: <PAD> 01 <PAD> | thank you good bye is 01 ##22 ##3 351 ##70 ##7 and address is 20 milton road chester ##ton west the                      

 Dialogue Num: 477 ||| Ground Truth [2], Predicted Label 4, Attention Words: is ##7 chester | i am looking for a train going to cambridge ##70 ##7 and address is 20 milton road chester ##ton west the                      

 Dialogue Num: 477 ||| Ground Truth [2], Predicted Label 0, Attention Words: <PAD> <PAD> ##7 | sure where are you departing from and what day ##70 ##7 and address is 20 milton road chester ##ton west the                      

 Dialogue Num: 477 ||| Ground Truth [2], Predicted Label 6, Attention Words: and <PAD> <PAD> | i would like to leave bro ##x ##bourne on tuesday ##7 and address is 20 milton road chester ##ton west the                      

 Dialogue Num: 477 ||| Ground Truth [2], Predicted Label 0, Attention Words: address <PAD> <PAD> | do you have a time you ##d like to leave by and address is 20 milton road chester ##ton west the                      

 Dialogue Num: 477 ||| Ground Truth [2], Predicted Label 0, Attention Words: <PAD> by is | id just like to arrive by 1645 please leave by and address is 20 milton road chester ##ton west the                      

